viral_acc	virus_name	report_host	gcfs	host_name	assembly_level
JN699002	Mycobacterium phage Avrafan	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JN699004	Mycobacterium phage Ares	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JN699009	Mycobacterium phage ThreeOh3D2	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JN699010	Mycobacterium phage TallGrassMM	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JN699013	Mycobacterium phage Pio	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JN699014	Mycobacterium phage Nova	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JN699018	Mycobacterium phage Kamiyu	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JN699625	Mycobacterium phage Wally	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JQ809701	Mycobacterium phage Flux	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JQ896627	Mycobacterium phage ICleared	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JQ911768	Mycobacterium phage Ava3	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JX042578	Mycobacteriophage ElTiger69	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JX307703	Mycobacterium phage Sabertooth	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JX507079	Acidithiobacillus phage AcaML1	Acidithiobacillus caldus ATCC 51756	['GCF_000175575.2']	Acidithiobacillus caldus ATCC 51756	complete
JX649096	Mycobacterium phage Serpentine	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JX649097	Mycobacterium phage Piglet	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JX649098	Mycobacterium phage Nacho	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JX649099	Mycobacterium phage Gyarad	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
JX649100	Mycobacterium phage Alex	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KC237308	Enterobacteria phage ID204 Moscow/ID	Escherichia coli C	['GCF_002079225.1']	Escherichia coli C	complete
KC348602	Streptococcus phage phi891591	Streptococcus suis 89/1591	['GCF_000026745.1']	Streptococcus suis	represent
KC348603	Streptococcus phage phiD12	Streptococcus suis D12	['GCF_000231905.1']	Streptococcus suis D12	complete
KC413987	Streptococcus phage phiSS12	Streptococcus suis SS12	['GCF_000231865.1']	Streptococcus suis SS12	complete
KC413988	Streptococcus phage phiST1	Streptococcus suis ST1	['GCF_000231925.1']	Streptococcus suis ST1	complete
KC595511	Bacillus phage Basilisk	Bacillus cereus BGSC 6E1	['GCF_018309165.1']	Bacillus cereus	represent
KC661271	Mycobacterium phage Dhanush	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KC661272	Mycobacterium phage Methuselah	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KC661274	Mycobacterium phage SDcharge11	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KC661276	Mycobacterium phage Winky	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KC691254	Mycobacterium phage Breezona	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KC821629	Cellulophaga phage phi38:2	Cellulophaga baltica NN016038	['GCF_000477035.2']	Cellulophaga baltica NN016038	complete
KF005318	Alteromonas phage vB_AmaP_AD45-P3	Alteromonas macleodii str. 'Balearic Sea AD45'	['GCF_000300175.1']	Alteromonas macleodii str. 'Balearic Sea AD45'	complete
KF005319	Alteromonas phage vB_AmaP_AD45-P4	Alteromonas macleodii str. 'Balearic Sea AD45'	['GCF_000300175.1']	Alteromonas macleodii str. 'Balearic Sea AD45'	complete
KF005320	Alteromonas phage vB_AmaP_AD45-P2	Alteromonas macleodii str. 'Balearic Sea AD45'	['GCF_000300175.1']	Alteromonas macleodii str. 'Balearic Sea AD45'	complete
KF017927	Mycobacterium phage Odin	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KF024733	Mycobacterium phage Medusa	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KF024734	Mycobacterium phage Shrimp	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KF114876	Leptospira phage vB_LalZ_80412-LE1	Leptospira alstonii serovar Pingchang str. 80-412	['GCF_006874765.1', 'GCF_000306675.2', 'GCF_003722295.1', 'GCF_003516145.1', 'GCF_002073495.2', 'GCF_001729245.1', 'GCF_000313175.2', 'GCF_000017685.1']	Leptospira	represent
KF114877	Leptospira phage vB_LnoZ_CZ214-LE1	Leptospira noguchii serovar Panama str. CZ214	['GCF_006874765.1', 'GCF_000306675.2', 'GCF_003722295.1', 'GCF_003516145.1', 'GCF_002073495.2', 'GCF_001729245.1', 'GCF_000313175.2', 'GCF_000017685.1']	Leptospira	represent
KF114878	Leptospira phage vb_LkmZ_Bejolso9-LE1	Leptospira kmetyi serovar Malaysia str. Bejo-Iso9	['GCF_003722295.1']	Leptospira kmetyi	represent
KF114879	Leptospira phage vB_LbrZ_5399-LE1	Leptospira broomii serovar Hurstbridge str. 5399	['GCF_006874765.1', 'GCF_000306675.2', 'GCF_003722295.1', 'GCF_003516145.1', 'GCF_002073495.2', 'GCF_001729245.1', 'GCF_000313175.2', 'GCF_000017685.1']	Leptospira	represent
KF114880	Leptospira phage vB_LinZ_10-LE1	Leptospira inadai serovar Lyme str. 10	['GCF_006874765.1', 'GCF_000306675.2', 'GCF_003722295.1', 'GCF_003516145.1', 'GCF_002073495.2', 'GCF_001729245.1', 'GCF_000313175.2', 'GCF_000017685.1']	Leptospira	represent
KF156339	Synechococcus phage S-MbCM25	Synechococcus sp. WH 7803	['GCF_000063505.1']	Synechococcus sp. WH 7803	complete
KF188414	Mycobacterium phage ABCat	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KF279413	Mycobacterium phage Bane2	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KF279416	Mycobacterium phage SargentShorty9	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KF493883	Mycobacterium phage Mosby	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KF751795	Campylobacter phage CJIE4-3	Campylobacter jejuni subsp. jejuni 00-2425	['GCF_000468915.2', 'GCF_000468915.1']	Campylobacter jejuni subsp. jejuni 00-2425	complete
KF841476	Mycobacterium phage Melvin	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KJ194583	Mycobacterium phage Numberten	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KJ538722	Mycobacterium phage HH92	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KJ538723	Mycobacterium phage KingVeVeVe	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KJ567041	Mycobacterium phage Zapner	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KJ567044	Mycobacterium phage EmpTee	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KJ567045	Mycobacterium phage Emerson	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KJ595575	Mycobacterium phage Willis	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KJ829260	Mycobacterium phage YungJamal	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KM233455	Mycobacterium phage Farber	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KM347890	Mycobacterium phage Vivaldi	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KM363597	Mycobacterium phage Zonia	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KM408320	Mycobacterium phage Lasso	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KM463009	Mycobacterium phage Power	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KM591905	Mycobacterium phage RonRayGun	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KM592966	Mycobacterium phage QuinnKiro	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KM923970	Mycobacterium phage Gomashi	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KP017310	Mycobacterium phage Phoxy	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KP017311	Mycobacterium phage Spike509	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KP027195	Mycobacterium phage Cosmo	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KP027197	Mycobacterium phage FluffyNinja	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KP027198	Mycobacterium phage Gadost	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KP027203	Mycobacterium phage Treddle	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KP027204	Mycobacterium phage Thor	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KP027207	Mycobacterium phage Chandler	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KP027208	Mycobacterium phage Pipsqueak	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KP027209	Mycobacterium phage Sigman	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycolicibacterium smegmatis MC2 155	complete
KP209285	Staphylococcus phage phiNM4-gamma4	Staphylococcus aureus subsp. aureus str. Newman	['GCF_002310435.1', 'GCF_000010465.1']	Staphylococcus aureus subsp. aureus str. Newman	complete
NC_003158	Natrinema virus SNJ1	Natrinema sp. J7-1	['GCF_005890195.1', 'GCF_000230735.2']	Natrinema	represent
NC_004584	Streptococcus phage 315.1	Streptococcus pyogenes MGAS315	['GCF_000007425.1']	Streptococcus pyogenes MGAS315	complete
NC_004585	Streptococcus phage 315.2	Streptococcus pyogenes MGAS315	['GCF_000007425.1']	Streptococcus pyogenes MGAS315	complete
NC_004586	Streptococcus phage 315.3	Streptococcus pyogenes MGAS315	['GCF_000007425.1']	Streptococcus pyogenes MGAS315	complete
NC_004587	Streptococcus phage 315.4	Streptococcus pyogenes MGAS315	['GCF_000007425.1']	Streptococcus pyogenes MGAS315	complete
NC_004588	Streptococcus phage 315.5	Streptococcus pyogenes MGAS315	['GCF_000007425.1']	Streptococcus pyogenes MGAS315	complete
NC_004589	Streptococcus phage 315.6	Streptococcus pyogenes MGAS315	['GCF_000007425.1']	Streptococcus pyogenes MGAS315	complete
NC_004740	Staphylococcus phage phiN315	Staphylococcus aureus subsp. aureus N315	['GCF_000009645.1']	Staphylococcus aureus subsp. aureus N315	complete
