virus_name	viral_acc	evidence	report_host	host_taxid	host_lineage	host_tax_rank	find_name	gcfs	new_gcf	assembly_category	assembly_level	find_taxid	find_taxrank	find_lineage
Staphylococcus phage CNPx	NC_031241	RefSeq	Staphylococcus epidermidis	1282	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus epidermidis	['GCF_006094375.1']	GCF_006094375.1	Represent	Complete Genome	1282	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis;t__
Staphylococcus phage CSA13	NC_048159	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage DW2	NC_024391	NCBI Virus, RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage Fi200W	NC_047725	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage G15	NC_019448	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage GRCS	NC_023550	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage Henu2	NC_054980	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage HSA84	NC_054974	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage IME-SA1	NC_047729	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage IME-SA118	NC_047731	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage IME-SA119	NC_047732	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage IME-SA2	NC_047730	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage IME-SA4	NC_029025	NCBI Virus, RefSeq	Staphylococcus haemolyticus	1283	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus haemolyticus	['GCF_001611955.1']	GCF_001611955.1	Represent	Complete Genome	1283	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus haemolyticus;t__
Staphylococcus phage IME1348_01	NC_055036	RefSeq	Staphylococcus epidermidis	1282	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus epidermidis	['GCF_006094375.1']	GCF_006094375.1	Represent	Complete Genome	1282	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis;t__
Staphylococcus phage IME1361_01	NC_048657	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage ISP	NC_047720	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage JD007	NC_019726	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage JS01	NC_021773	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage LH1	NC_055041	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage LSA2366	NC_055916	NCBI Virus, RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage MCE-2014	NC_025416	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage MSA6	NC_047726	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage P108	NC_025426	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage P1105	NC_048636	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage P240	NC_055042	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage P282	NC_048634	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage P4W	NC_047727	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage P630	NC_048635	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage P68	NC_004679	NCBI Virus, RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage P954	NC_013195	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage Pabna	NC_048107	RefSeq	Staphylococcus aureus subsp. aureus RN4220	561307	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	strain	Staphylococcus aureus subsp. aureus RN4220	['GCF_018732165.1']	GCF_018732165.1	Unreference	Complete Genome	561307	no rank	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__Staphylococcus aureus subsp. aureus NCTC 8325
Staphylococcus phage phi 11	AF424781	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage phi 12	NC_004616	RefSeq	Staphylococcus aureus subsp. aureus NCTC 8325	93061	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	strain	Staphylococcus aureus subsp. aureus NCTC 8325	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	93061	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__Staphylococcus aureus subsp. aureus NCTC 8325
Staphylococcus phage phi2958PVL	NC_011344	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage phi5967PVL	NC_019921	Literature	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage phi7401PVL	NC_020199	Literature	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage phiBU01	NC_026016	RefSeq	Staphylococcus aureus HIP07256	1334189	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	strain	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage phiIBB-SEP1	NC_041928	RefSeq	Staphylococcus epidermidis	1282	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus epidermidis	['GCF_006094375.1']	GCF_006094375.1	Represent	Complete Genome	1282	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis;t__
Staphylococcus phage phiIPLA-C1C	NC_028962	RefSeq	Staphylococcus sp.	29387	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1279	genus	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__;t__
Staphylococcus phage phiIPLA-RODI	NC_028765	RefSeq	Staphylococcus sp.	29387	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1279	genus	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__;t__
Staphylococcus phage phiJB	NC_028669	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage phiN315	NC_004740	NCBI Virus, RefSeq	Staphylococcus aureus subsp. aureus N315	158879	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	strain	Staphylococcus aureus subsp. aureus N315	['GCF_000009645.1']	GCF_000009645.1	Unreference	Complete Genome	158879	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__Staphylococcus aureus subsp. aureus N315
Staphylococcus phage phiNM3	NC_008617	Literature	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage phiNM4-gamma4	KP209285	RefSeq	Staphylococcus aureus subsp. aureus str. Newman	426430	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	strain	Staphylococcus aureus subsp. aureus str. Newman	['GCF_002310435.1', 'GCF_000010465.1']	GCF_002310435.1	Unreference	Complete Genome	426430	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__Staphylococcus aureus subsp. aureus str. Newman
Staphylococcus phage phiPVL-CN125	NC_012784	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage phiRS7	NC_022914	NCBI Virus, RefSeq	Staphylococcus saprophyticus	29385	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus saprophyticus	['GCF_007814115.1']	GCF_007814115.1	Represent	Complete Genome	29385	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus saprophyticus;t__
Staphylococcus phage phiSa119	NC_025460	NCBI Virus, RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage phiSA12	NC_023573	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage phiSa2wa_st1	NC_055045	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
