virus_name	viral_acc	virus_taxid	virus_lineage	evidence	report_host	host_taxid	host_lineage	host_tax_rank	find_name	gcfs	new_gcf	assembly_category	assembly_level	find_taxid	find_taxrank	find_lineage
Cronobacter phage Dev-CD-23823	NC_029070	1712539	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Cronosvirus;s__Cronobacter virus DevCD23823;t__	Literature	Cronobacter turicensis	413502	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter turicensis;t__	species	Cronobacter turicensis	['GCF_000027065.2(suppressed)']	GCF_000027065.2(suppressed)	Unreference	Complete Genome	413502	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter turicensis;t__
Cronobacter phage Dev-CD-23823	NC_029070	1712539	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Cronosvirus;s__Cronobacter virus DevCD23823;t__	Literature	Cronobacter malonaticus	413503	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter malonaticus;t__	species	Cronobacter malonaticus	['GCF_001277215.2']	GCF_001277215.2	Represent	Complete Genome	413503	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter malonaticus;t__
Cronobacter phage Dev-CD-23823	NC_029070	1712539	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Cronosvirus;s__Cronobacter virus DevCD23823;t__	Literature	Cronobacter dublinensis subsp. dublinensis LMG 23823	1159554	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter dublinensis;t__Cronobacter dublinensis subsp. dublinensis LMG 23823	strain	Cronobacter dublinensis subsp. dublinensis LMG 23823	['GCF_001277235.1']	GCF_001277235.1	Represent	Complete Genome	1159554	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter dublinensis;t__Cronobacter dublinensis subsp. dublinensis LMG 23823
Cronobacter phage Dev-CD-23823	NC_029070	1712539	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Cronosvirus;s__Cronobacter virus DevCD23823;t__	Literature	Cronobacter muytjensii ATCC 51329	1159613	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter muytjensii;t__Cronobacter muytjensii ATCC 51329	strain	Cronobacter muytjensii ATCC 51329	['GCF_001277195.1']	GCF_001277195.1	Represent	Complete Genome	1159613	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter muytjensii;t__Cronobacter muytjensii ATCC 51329
Cronobacter phage Dev-CD-23823	NC_029070	1712539	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Cronosvirus;s__Cronobacter virus DevCD23823;t__	Literature	Cronobacter condimenti	1163710	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter condimenti;t__	species	Cronobacter condimenti	['GCF_001277255.1']	GCF_001277255.1	Represent	Complete Genome	1163710	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter condimenti;t__
Cronobacter phage Dev2	NC_023558	1410331	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Kayfunavirus;s__Cronobacter virus Dev2;t__	RefSeq	Cronobacter turicensis	413502	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter turicensis;t__	species	Cronobacter turicensis	['GCF_000027065.2(suppressed)']	GCF_000027065.2(suppressed)	Unreference	Complete Genome	413502	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter turicensis;t__
Cronobacter phage ENT39118	NC_019934	984175	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Cronobacter phage ENT39118;t__	NCBI Virus, RefSeq	Cronobacter sakazakii	28141	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__	species	Cronobacter sakazakii	['GCF_003516125.1']	GCF_003516125.1	Represent	Complete Genome	28141	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__
Cronobacter phage ENT47670	NC_019927	984186	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Cronobacter phage ENT47670;t__	NCBI Virus, RefSeq	Cronobacter sakazakii	28141	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__	species	Cronobacter sakazakii	['GCF_003516125.1']	GCF_003516125.1	Represent	Complete Genome	28141	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__
Cronobacter phage ES2	JF314845	1073754	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Cronobacter phage ES2;t__	NCBI Virus, RefSeq	Cronobacter sakazakii	28141	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__	species	Cronobacter sakazakii	['GCF_003516125.1']	GCF_003516125.1	Represent	Complete Genome	28141	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__
Cronobacter phage ESSI-2	NC_047854	947842	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Seongnamvirus;s__Cronobacter virus ESSI2;t__	RefSeq	Cronobacter sakazakii	28141	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__	species	Cronobacter sakazakii	['GCF_003516125.1']	GCF_003516125.1	Represent	Complete Genome	28141	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__
Cronobacter phage GW1	NC_048161	2200756	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Kayfunavirus;s__Cronobacter virus GW1;t__	RefSeq	Cronobacter turicensis	413502	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter turicensis;t__	species	Cronobacter turicensis	['GCF_000027065.2(suppressed)']	GCF_000027065.2(suppressed)	Unreference	Complete Genome	413502	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter turicensis;t__
Cronobacter phage JC01	NC_052989	2729575	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Cronobacter phage JC01;t__	NCBI Virus, RefSeq	Cronobacter sakazakii	28141	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__	species	Cronobacter sakazakii	['GCF_003516125.1']	GCF_003516125.1	Represent	Complete Genome	28141	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__
Cronobacter phage Pet-CM3-4	NC_055726	1892569	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Karamvirus;s__Cronobacter phage Pet-CM3-4;t__	NCBI Virus, RefSeq	Cronobacter malonaticus LMG 23826	1159491	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter malonaticus;t__Cronobacter malonaticus LMG 23826	strain	Cronobacter malonaticus LMG 23826	['GCF_001277215.2']	GCF_001277215.2	Represent	Complete Genome	1159491	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter malonaticus;t__Cronobacter malonaticus LMG 23826
Cronobacter phage S13	NC_028773	1327935	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__;s__Cronobacter phage S13;t__	Literature, NCBI Virus, RefSeq	Cronobacter sakazakii	28141	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__	species	Cronobacter sakazakii	['GCF_003516125.1']	GCF_003516125.1	Represent	Complete Genome	28141	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__
Cronobacter phage vB_CsaM_GAP161	NC_019398	1141138	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Pseudotevenvirus;s__Cronobacter virus GAP161;t__	RefSeq	Cronobacter sakazakii	28141	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__	species	Cronobacter sakazakii	['GCF_003516125.1']	GCF_003516125.1	Represent	Complete Genome	28141	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__
Cronobacter phage vB_CsaM_GAP31	NC_019400	1141135	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Seunavirus;s__Cronobacter virus GAP31;t__	RefSeq	Cronobacter sakazakii	28141	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__	species	Cronobacter sakazakii	['GCF_003516125.1']	GCF_003516125.1	Represent	Complete Genome	28141	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__
Cronobacter phage vB_CsaM_GAP32	NC_019401	1141136	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Mimasvirus;s__Cronobacter virus GAP32;t__	RefSeq	Cronobacter sakazakii	28141	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__	species	Cronobacter sakazakii	['GCF_003516125.1']	GCF_003516125.1	Represent	Complete Genome	28141	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__
Cronobacter phage vB_CsaM_leB	NC_048645	1885242	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Pseudotevenvirus;s__Cronobacter virus leB;t__	RefSeq	Cronobacter sakazakii	28141	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__	species	Cronobacter sakazakii	['GCF_003516125.1']	GCF_003516125.1	Represent	Complete Genome	28141	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__
Cronobacter phage vB_CsaM_leE	NC_048646	1873954	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Pseudotevenvirus;s__Cronobacter virus leE;t__	RefSeq	Cronobacter sakazakii	28141	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__	species	Cronobacter sakazakii	['GCF_003516125.1']	GCF_003516125.1	Represent	Complete Genome	28141	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__
Cronobacter phage vB_CsaP_009	NC_048664	2699738	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Privateervirus;s__Cronobacter virus 009;t__	RefSeq	Cronobacter sakazakii	28141	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__	species	Cronobacter sakazakii	['GCF_003516125.1']	GCF_003516125.1	Represent	Complete Genome	28141	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__
Cronobacter phage vB_CsaP_GAP52	NC_019402	1141137	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__;s__Cronobacter phage vB_CsaP_GAP52;t__	NCBI Virus, RefSeq	Cronobacter sakazakii	28141	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__	species	Cronobacter sakazakii	['GCF_003516125.1']	GCF_003516125.1	Represent	Complete Genome	28141	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__
Cronobacter phage vB_CsaP_Ss1	KM058087	1498011	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__;s__Cronobacter phage vB_CsaP_Ss1;t__	NCBI Virus, RefSeq	Cronobacter sakazakii	28141	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__	species	Cronobacter sakazakii	['GCF_003516125.1']	GCF_003516125.1	Represent	Complete Genome	28141	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__
Cronobacter phage vB_CskP_GAP227	NC_020078	1264737	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Cronosvirus;s__Cronobacter virus GAP227;t__	Literature, RefSeq	Cronobacter sakazakii	28141	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__	species	Cronobacter sakazakii	['GCF_003516125.1']	GCF_003516125.1	Represent	Complete Genome	28141	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__
Cronobacter phage vB_CskP_GAP227	NC_020078	1264737	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Cronosvirus;s__Cronobacter virus GAP227;t__	Literature	Cronobacter malonaticus	413503	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter malonaticus;t__	species	Cronobacter malonaticus	['GCF_001277215.2']	GCF_001277215.2	Represent	Complete Genome	413503	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter malonaticus;t__
Cronobacter virus Esp2949-1	NC_019509	1073767	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Drexlerviridae;g__Kyungwonvirus;s__Cronobacter virus Esp2949-1;t__	NCBI Virus, RefSeq	Cronobacter sakazakii	28141	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__	species	Cronobacter sakazakii	['GCF_003516125.1']	GCF_003516125.1	Represent	Complete Genome	28141	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii;t__
Cyanophage KBS-P-1A	NC_020865	889951	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Sednavirus;s__Cyanophage KBS-P-1A;t__	NCBI Virus, RefSeq	Synechococcus sp. WH 7803	32051	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. WH 7803;t__	species	Synechococcus sp. WH 7803	['GCF_000063505.1(suppressed)']	GCF_000063505.1(suppressed)	Unreference	Complete Genome	32051	species	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. WH 7803;t__
Cyanophage KBS-S-2A	NC_020854	889953	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Cyanophage KBS-S-2A;t__	NCBI Virus, RefSeq	Synechococcus sp. WH 7803	32051	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. WH 7803;t__	species	Synechococcus sp. WH 7803	['GCF_000063505.1(suppressed)']	GCF_000063505.1(suppressed)	Unreference	Complete Genome	32051	species	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. WH 7803;t__
Cyanophage NATL2A-133	NC_016659	445692	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Tangaroavirus;s__Prochlorococcus virus NATL2A133;t__	RefSeq	Prochlorococcus marinus str. NATL2A	59920	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochlorococcaceae;g__Prochlorococcus;s__Prochlorococcus marinus;t__Prochlorococcus marinus str. NATL2A	strain	Prochlorococcus marinus str. NATL2A	['GCF_000012465.1']	GCF_000012465.1	Unreference	Complete Genome	59920	strain	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochlorococcaceae;g__Prochlorococcus;s__Prochlorococcus marinus;t__Prochlorococcus marinus str. NATL2A
Cyanophage P-TIM40	NC_028663	1589733	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Libanvirus;s__Prochlorococcus virus PTIM40;t__	RefSeq	Prochlorococcus marinus str. NATL2A	59920	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochlorococcaceae;g__Prochlorococcus;s__Prochlorococcus marinus;t__Prochlorococcus marinus str. NATL2A	strain	Prochlorococcus marinus str. NATL2A	['GCF_000012465.1']	GCF_000012465.1	Unreference	Complete Genome	59920	strain	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochlorococcaceae;g__Prochlorococcus;s__Prochlorococcus marinus;t__Prochlorococcus marinus str. NATL2A
Cyanophage PP	NC_022751	434346	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Wumptrevirus;s__Phormidium virus PP;t__	RefSeq	Leptolyngbya boryana	1184	k__Bacteria;p__Cyanobacteria;c__;o__Pseudanabaenales;f__Leptolyngbyaceae;g__Leptolyngbya;s__Leptolyngbya boryana;t__	species	Leptolyngbya boryana	['GCF_002142475.1']	GCF_002142475.1	Represent	Complete Genome	1184	species	k__Bacteria;p__Cyanobacteria;c__;o__Pseudanabaenales;f__Leptolyngbyaceae;g__Leptolyngbya;s__Leptolyngbya boryana;t__
Cyanophage PSS2	NC_013021	658401	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Cyanophage PSS2;t__	NCBI Virus, RefSeq	Prochlorococcus marinus str. MIT 9313	74547	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochlorococcaceae;g__Prochlorococcus;s__Prochlorococcus marinus;t__Prochlorococcus marinus str. MIT 9313	strain	Prochlorococcus marinus str. MIT 9313	['GCF_000011485.1']	GCF_000011485.1	Unreference	Complete Genome	74547	strain	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochlorococcaceae;g__Prochlorococcus;s__Prochlorococcus marinus;t__Prochlorococcus marinus str. MIT 9313
Cyanophage S-SSM6a	HQ317391	682650	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__;s__Cyanophage S-SSM6a;t__	RefSeq	Synechococcus sp. WH 8109	166314	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. WH 8109;t__	species	Synechococcus sp. WH 8109	['GCF_000161795.2']	GCF_000161795.2	Unreference	Complete Genome	166314	species	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. WH 8109;t__
Cyanophage S-SSM6b	HQ316603	682651	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__;s__Cyanophage S-SSM6b;t__	RefSeq	Synechococcus sp. WH 8109	166314	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. WH 8109;t__	species	Synechococcus sp. WH 8109	['GCF_000161795.2']	GCF_000161795.2	Unreference	Complete Genome	166314	species	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. WH 8109;t__
Cyanophage SS120-1	NC_020872	616674	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Banchanvirus;s__Prochlorococcus virus SS120-1;t__	RefSeq	Prochlorococcus marinus subsp. marinus str. CCMP1375	167539	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochlorococcaceae;g__Prochlorococcus;s__Prochlorococcus marinus;t__Prochlorococcus marinus subsp. marinus str. CCMP1375	strain	Prochlorococcus marinus subsp. marinus str. CCMP1375	['GCF_000007925.1']	GCF_000007925.1	Represent	Complete Genome	167539	strain	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochlorococcaceae;g__Prochlorococcus;s__Prochlorococcus marinus;t__Prochlorococcus marinus subsp. marinus str. CCMP1375
