viral.accn,Virus.name,Reported.host.name,Host.accn,Matched.RefSeq.name,Host.taxid,Domain,Phylum,Class,Order,Family,Genus,Species,
NC_028798,Mycobacterium phage MarQuardt,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042032,Mycobacterium phage Marvin,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028953,Mycobacterium phage MiaZeal,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023572,Mycobacterium phage MichelleMyBell,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_026598,Mycobacterium phage Milly,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_029093,Mycobacterium phage Mindy,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_026584,Mycobacterium phage Minerva,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023733,Mycobacterium phage MoMoMixon,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028791,Mycobacterium phage MOOREtheMARYer,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_024138,Mycobacterium phage MosMoris,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_022054,Mycobacterium phage Muddy,Mycobacterium smegamtis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028759,Mycobacterium phage Mufasa,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_031257,Mycobacterium phage Mulciber,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_021305,Mycobacterium phage Murphy,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028978,Mycobacterium phage Murucutumbu,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_011273,Mycobacterium phage Myrna,Mycobacterium smegmatis str. MC2 155,GCF_004307055.1,Mycobacterium smegmatis str. MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_022976,Mycobacterium phage Nala,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023725,Mycobacterium phage Nappy,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028785,Mycobacterium phage NelitzaMV,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028928,Mycobacterium phage Nerujay,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_021310,Mycobacterium phage Newman,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028815,Mycobacterium phage Nhonho,Mycobacterium smegmatis mc2155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023565,Mycobacterium phage Nyxis,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023578,Mycobacterium phage Oaker,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023577,Mycobacterium phage Obama12,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_024366,Mycobacterium phage OkiRoe,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023711,Mycobacterium phage Oline,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028832,Mycobacterium phage Omnicron,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028803,Mycobacterium phage OSmaximus,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028937,Mycobacterium phage Ovechkin,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_031281,Mycobacterium phage Panchino,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_031041,Mycobacterium phage Papez,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_022053,Mycobacterium phage Papyrus,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028874,Mycobacterium phage Pari,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023691,Mycobacterium phage Patience,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_021297,Mycobacterium phage PattyP,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_021299,Mycobacterium phage PegLeg,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028680,Mycobacterium phage Pepe,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_024148,Mycobacterium phage Phantastic,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_022969,Mycobacterium phage PhatBacter,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028844,Mycobacterium phage Phatniss,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_021311,Mycobacterium phage Phaux,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028796,Mycobacterium phage Phayonce,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_022063,Mycobacterium phage Phelemich,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028942,Mycobacterium phage Phipps,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_012027,Mycobacterium phage Phlyer,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_031266,Mycobacterium phage Phrann,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_022329,Mycobacterium phage PhrostyMug,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_021309,Mycobacterium phage Phrux,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_024368,Mycobacterium phage Pinto,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028965,Mycobacterium phage Pioneer,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042055,Mycobacterium phage Pipsqueaks,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028794,Mycobacterium phage Piro94,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023737,Mycobacterium phage Pleione,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028681,Mycobacterium phage Pops,Mycobacterium smegmatis mc2155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028961,Mycobacterium phage PopTart,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028751,Mycobacterium phage Quico,Mycobacterium smegmatis mc2155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_022330,Mycobacterium phage Quink,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023730,Mycobacterium phage Redi,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_022066,Mycobacterium phage Redno2,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_025444,Mycobacterium phage RedRock,Mycobacterium smegamatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_022064,Mycobacterium phage Reprobate,Mycobacterium smegamtis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_041971,Mycobacterium phage Rey,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023609,Mycobacterium phage RhynO,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023710,Mycobacterium phage RidgeCB,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042036,Mycobacterium phage Rockstar,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028810,Mycobacterium phage Rufus,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023580,Mycobacterium phage Saal,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_022324,Mycobacterium phage SarFire,Mycobacterium smegamtis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_026589,Mycobacterium phage Sbash,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_024136,Mycobacterium phage Seabiscuit,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028813,Mycobacterium phage Seagreen,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_041993,Mycobacterium phage Sebata,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042033,Mycobacterium phage Send513,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028932,Mycobacterium phage Serenity,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_021307,Mycobacterium phage Severus,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_041989,Mycobacterium phage Shauna1,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028846,Mycobacterium phage ShedlockHolmes,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028914,Mycobacterium phage Sheen,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_041988,Mycobacterium phage ShiLan,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_031261,Mycobacterium phage Shipwreck,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
